,,,業務,,觀光,,探親,,會議,,求學,,展覽,,醫療,,其他,,
,,,Business,,Leisure,,Visit Relatives,,Conference,,Study,,Exhibition,,Medical Treatment,,Others,,
年別,月份,居住地,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,小計
Years,Months,Residence,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female,Total
100,3,新加坡(Singapore),3488,853,6821,9494,511,462,286,119,13,41,0,0,0,0,1671,620,24379
100,3,菲律賓(Philippines),697,540,623,1016,181,353,128,117,11,16,0,0,0,0,1383,1458,6523
100,3,汶萊(Brunei),5,4,47,93,11,14,1,2,0,2,0,0,0,0,9,5,193
100,3,印尼(Indonesia),598,462,1255,2174,256,421,59,53,52,57,0,0,0,0,2305,5942,13634
100,3,柬埔寨(Cambodia),10,4,4,3,2,9,3,0,3,0,0,0,0,0,10,10,58
100,3,寮國(Laos),1,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,6
100,3,帝汶(Timor),1,0,2,2,1,0,1,1,0,0,0,0,0,0,0,0,8
100,3,緬甸(Myanmar),6,3,21,61,27,40,0,0,2,2,0,0,0,0,83,75,320
100,3,索羅門群島(Solomon Islands),0,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,5
100,3,吐瓦魯(Tuvalu),0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,3
100,3,印度(India),1328,62,68,23,122,58,155,25,34,8,0,0,0,0,368,31,2282
100,3,巴基斯坦(Pakistan),96,5,7,2,7,3,3,0,0,0,0,0,0,0,14,1,138
100,3,斯里蘭卡(Sri Lanka),40,2,1,1,4,0,1,0,0,15,0,0,0,0,14,4,82
100,3,孟加拉(Bangladesh),45,0,2,0,3,1,12,0,4,0,0,0,0,0,8,1,76
100,3,尼泊爾(Nepal),4,0,3,0,11,2,7,1,1,0,0,0,0,0,41,1,71
100,3,不丹(Bhutan ),4,0,3,0,6,0,0,0,0,0,0,0,0,0,26,0,39
100,3,馬爾地夫(Maldives),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100,3,塞席爾(Seychelles),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100,3,吉里巴斯(Kiribati),4,1,0,1,0,0,0,1,0,0,0,0,0,0,1,2,10
100,3,伊朗(Iran),55,0,3,4,6,1,3,2,6,1,0,0,0,0,16,6,103
100,3,伊拉克(Iraq),6,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,12
100,3,巴林(Bahrain),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
100,3,南葉門(South Yemen),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,3,沙烏地阿拉伯(Saudi Arabia),42,2,1,2,4,0,2,0,1,0,0,0,0,0,10,5,69
100,3,科威特(Kuwait),11,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,15
100,3,卡達(Qatar),2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4
100,3,阿曼(Oman),5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7
100,3,以色列(Israel),367,20,13,9,3,2,9,2,1,0,0,0,0,0,43,7,476
100,3,約旦(Jordan),20,1,8,10,7,2,1,0,1,0,0,0,0,0,31,0,81
100,3,敘利亞(Syria),16,0,1,0,3,0,0,0,0,0,0,0,0,0,1,1,22
100,3,黎巴嫩(Lebanon),7,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,11
100,3,阿拉伯聯合大公國(UAE),38,3,3,0,2,0,1,0,0,0,0,0,0,0,4,0,51
100,3,葉門(Yemen),11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13
100,3,土耳其(Turkey),236,23,15,3,14,2,5,5,3,1,0,0,0,0,57,2,366
100,3,賽普勒斯(Cyprus),2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,7
100,3,阿富汗(Afghanistan),7,0,1,3,0,0,0,0,0,0,0,0,0,0,2,1,14
100,3,非洲地區(Africa),314,49,47,26,67,35,23,7,16,4,0,0,0,0,62,18,668
100,3,埃及(Egypt),31,0,1,1,2,3,1,0,0,0,0,0,0,0,11,0,50
100,3,摩洛哥(Morocco),7,0,0,0,1,0,3,0,1,0,0,0,0,0,1,0,13
100,3,阿爾及利亞(Algeria),16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17
100,3,突尼西亞(Tunisia),3,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,10
100,3,"利比亞(Libya
)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,3,蘇丹(Sudan),3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5
100,3,索馬利亞(Somalia),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,3,南非(S. Africa),171,40,37,19,45,29,5,1,5,0,0,0,0,0,26,4,382
100,3,象牙海岸(Cote D'ivoire),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100,3,奈及利亞(Nigeria),26,2,1,1,8,0,4,1,1,0,0,0,0,0,1,2,47
100,3,賴比瑞亞(Liberia),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,3,幾內亞(Guinea),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,3,安哥拉(Angola),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100,3,剛果共和國(Congo),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,3,中非共和國(Central African),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,3,波札那(Botswana),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,3,喀麥隆(Cameroon),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,3,查德(Chad),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,3,衣索匹亞(Ethiopia),1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,4
100,3,加彭(Gabon),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100,3,甘比亞(Gambia),1,1,0,0,1,0,2,2,2,1,0,0,0,0,3,1,14
100,3,迦納(Ghana),1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4
100,3,肯亞(Kenya),20,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,30
100,3,賴索托(Lesotho),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,3,馬拉加西(Madagascar),0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2
100,3,模里西斯(Mauritius),16,0,3,3,3,0,1,0,0,0,0,0,0,0,0,0,26
100,3,馬利(Mali),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100,3,馬拉威(Malawi),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
100,3,莫三鼻克(Mozambique),0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
100,3,尼日(Niger),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100,3,盧安達(Rwanda),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
100,3,塞內加爾(Senegal),3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,6
100,3,獅子山(Sierra Leone),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,3,坦桑尼亞(Tanzania),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100,3,烏干達(Uganda),1,0,0,0,1,0,1,0,0,0,0,0,0,0,2,4,9
100,3,尚比亞(Zambia),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100,3,多哥(Togolese Republic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,3,辛巴威(Zimbabwe),1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,4
100,3,史瓦濟蘭(Swaziland),0,1,0,0,0,0,2,2,0,1,0,0,0,0,0,1,7
100,3,布吉納法索(Burkina Faso),6,0,0,0,3,1,2,0,3,0,0,0,0,0,1,0,16
100,3,貝南(Benin),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,3,赤道幾內亞(Equatorial Guinea),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,3,維德角島(Cape Verde),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100,3,吉布地(Djibouti),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,3,西撒哈拉(Saharaui),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,3,幾內亞比索(Guinea Bissau),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,3,葛摩(Comoros),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,3,留尼旺(Reunion),1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4
100,3,聖多美及普林西比(Sao Tome & Principe),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
100,3,美洲地區(Americas),12771,1724,6264,5760,6482,5776,511,164,301,153,0,0,0,0,1873,1213,42992
100,3,美國(USA),11124,1463,4716,4159,5567,5049,391,113,201,103,0,0,0,0,1481,990,35357
100,3,加拿大(Canada),1091,194,1434,1500,851,659,71,34,22,7,0,0,0,0,207,161,6231
100,3,百慕達(Bermuda),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,3,墨西哥(Mexico),96,7,27,30,6,10,7,3,9,3,0,0,0,0,25,6,229
100,3,巴拿馬(Panama),6,0,3,6,4,2,0,0,9,6,0,0,0,0,13,7,56
100,3,巴貝多(Barbados),4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6
100,3,巴哈馬(Bahamas),1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,1,9
100,3,古巴(Cuba),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100,3,哥斯達黎加(Costa Rica),11,0,6,2,5,0,0,0,1,0,0,0,0,0,3,2,30
100,3,多明尼加(Dominican Rep.),6,0,2,0,3,1,4,2,8,0,0,0,0,0,3,3,32
100,3,瓜地馬拉(Guatemala),9,2,0,1,1,1,6,0,11,5,0,0,0,0,12,5,53
100,3,宏都拉斯(Honduras),9,3,1,4,2,1,1,0,8,2,0,0,0,0,7,1,39
100,3,海地(Haiti),0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,0,8
100,3,牙買加(Jamaica),1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,4
100,3,尼加拉瓜(Nicaragua),1,0,2,1,0,0,0,0,5,4,0,0,0,0,10,2,25
100,3,薩爾瓦多(El Salvador),5,0,1,0,0,0,1,0,5,1,0,0,0,0,9,3,25
100,3,千里達及托貝哥(Trinidad),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
100,3,聖文森(Saint Vincent),0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,5
100,3,貝里斯(Belize),3,0,1,0,2,2,1,1,1,2,0,0,0,0,2,1,16
100,3,格瑞那達(Grenada),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,3,聖露西亞(Saint Lucia),0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,9
100,3,聖克里斯多福(St. Christopher),5,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,10
100,3,阿根廷(Argentina),43,7,7,7,2,7,2,1,3,0,0,0,0,0,18,4,101
100,3,巴西(Brazil),233,25,43,34,16,20,18,5,1,1,0,0,0,0,30,11,437
100,3,智利(Chile),45,6,7,6,3,3,1,0,1,0,0,0,0,0,7,1,80
100,3,委內瑞拉(Venezuela),24,1,1,0,3,10,0,0,0,0,0,0,0,0,2,3,44
100,3,玻利維亞(Bolivia),2,0,1,2,1,2,0,0,0,3,0,0,0,0,2,0,13
100,3,哥倫比亞(Colombia),30,6,1,2,5,2,3,0,3,2,0,0,0,0,9,4,67
100,3,厄瓜多爾(Ecuador),7,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,16
100,3,巴拉圭(Paraguay),3,1,3,1,1,3,0,1,7,6,0,0,0,0,19,1,46
100,3,秘魯(Peru),7,4,1,1,7,2,0,0,4,3,0,0,0,0,3,0,32
100,3,烏拉圭(Uruguay),3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6
100,3,蘇利南(Suriname),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,3,蓋亞納(Guyana),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,3,大洋洲地區(Oceania),1538,232,1033,1000,567,406,199,76,36,13,0,0,0,0,328,225,5653
100,3,澳洲(Australia),1330,183,932,897,436,304,171,67,23,7,0,0,0,0,279,203,4832
100,3,紐西蘭(New Zealand),194,45,96,100,126,94,22,8,9,4,0,0,0,0,40,20,758
100,3,裴濟(Fiji),5,1,0,1,3,4,1,1,1,0,0,0,0,0,1,1,19
100,3,諾魯(Nauru),3,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,8
100,3,帛琉(Palau),1,0,1,0,0,0,0,0,0,2,0,0,0,0,3,1,8
100,3,東加(Tonga),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100,3,巴布亞新幾內亞(Papua New Guinea),0,3,0,0,1,2,2,0,0,0,0,0,0,0,1,0,9
100,3,萬那杜(Vanuatu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
100,3,馬紹爾(Marshall),4,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,7
100,3,大溪地(Tahiti),1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3
100,3,密克羅尼西亞(Micronesian),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,3,歐洲地區(Europe),9811,1050,2601,1782,1073,546,507,162,168,112,0,0,0,0,1681,621,20114
100,3,比利時(Belgium),232,19,74,53,31,15,19,6,6,1,0,0,0,0,33,16,505
100,3,法國(France),1184,143,317,175,222,106,55,22,32,19,0,0,0,0,186,55,2516
100,3,德國(Germany),2261,210,521,316,184,82,106,14,41,22,0,0,0,0,229,76,4062
100,3,義大利(Italy),913,100,78,36,55,17,35,11,6,4,0,0,0,0,221,64,1540
100,3,荷蘭(Netherlands),735,49,154,113,63,30,21,7,7,2,0,0,0,0,111,52,1344
100,3,英國(U.K.),1789,237,691,474,238,123,101,25,9,11,0,0,0,0,215,114,4027
100,3,西班牙(Spain),304,35,60,36,32,12,11,14,7,3,0,0,0,0,78,31,623
100,3,瑞典(Sweden),392,45,86,55,36,20,21,10,7,5,0,0,0,0,32,14,723
100,3,瑞士(Switzerland),365,30,79,46,55,27,14,0,5,2,0,0,0,0,38,14,675
100,3,挪威(Norway),131,6,21,19,11,17,3,2,3,3,0,0,0,0,21,7,244
100,3,丹麥(Denmark),246,10,30,25,18,7,5,2,1,1,0,0,0,0,23,7,375
100,3,愛爾蘭(Ireland),78,9,23,13,19,2,3,2,5,0,0,0,0,0,13,7,174
100,3,冰島(Iceland),2,1,1,0,0,0,2,2,0,0,0,0,0,0,1,0,9
100,3,葡萄牙(Portugal),65,15,84,112,11,10,11,1,1,1,0,0,0,0,24,13,348
100,3,芬蘭(Finland),137,13,30,25,7,4,8,5,2,1,0,0,0,0,24,3,259
100,3,奧地利(Austria),232,13,194,176,44,39,20,7,5,4,0,0,0,0,55,45,834
100,3,南斯拉夫(Yugoslavia),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
100,3,希臘(Greece),39,2,2,0,4,0,1,0,0,0,0,0,0,0,32,4,84
100,3,馬爾他(Malta),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
100,3,盧森堡(Luxembourg),10,1,4,0,2,1,0,0,0,1,0,0,0,0,3,1,23
100,3,摩納哥(Monaco),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
100,3,安道爾(Andorra),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
100,3,列支敦斯登(Liechtenstein),2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,6
100,3,白俄羅斯(Belarus),18,2,0,0,3,2,0,0,0,0,0,0,0,0,1,4,30
100,3,烏克蘭(Ukraine ),35,4,1,3,3,4,2,0,1,3,0,0,0,0,58,16,130
100,3,教廷(Holy See),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100,3,克羅埃西亞(Croatia),10,0,0,1,0,0,0,1,0,0,0,0,0,0,10,0,22
100,3,波士尼亞(Bosnia),1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,4
100,3,愛沙尼亞(Estonia),2,1,8,7,2,0,2,0,2,2,0,0,0,0,5,0,31
100,3,立陶宛(Lithuania),15,2,1,2,0,0,1,0,0,0,0,0,0,0,3,1,25
100,3,拉脫維亞(Latvia),4,0,1,0,1,0,2,0,0,0,0,0,0,0,1,1,10
100,3,馬其頓(Macedonia),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
100,3,斯洛凡尼亞(Slovenia),18,3,5,1,2,0,3,0,0,2,0,0,0,0,13,3,50
100,3,斯洛伐克(Slovakia),33,11,14,9,0,0,2,2,3,3,0,0,0,0,35,13,125
100,3,俄羅斯(Russian Federation),230,42,40,32,12,16,30,13,9,10,0,0,0,0,83,20,537
100,3,東德(German Democratic),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100,3,波蘭(Poland),109,12,13,10,6,1,12,6,6,4,0,0,0,0,33,6,218
100,3,捷克(Czech),87,13,33,17,4,2,7,0,4,8,0,0,0,0,14,11,200
100,3,匈牙利(Hungary),39,8,10,4,2,1,6,3,2,0,0,0,0,0,16,6,97
100,3,阿爾巴尼亞(Albania),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100,3,羅馬尼亞(Romania),32,7,16,18,2,4,1,3,3,0,0,0,0,0,31,8,125
100,3,保加利亞(Bulgaria),24,2,1,2,1,0,1,2,0,0,0,0,0,0,19,3,55
100,3,摩爾多瓦(Moldova),3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
100,3,聖馬利諾(San Marino),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100,3,其他未列明(Unknow),1,0,0,2,4,4,0,0,1,0,0,0,0,0,9,2,23
100,4,亞洲地區(Asia),51370,10043,146311,184280,7888,16341,3885,1538,817,821,0,0,0,0,23571,20884,467749
100,4,日本(Japan),22995,1034,27298,28146,1691,1752,751,58,114,113,0,0,0,0,1613,1098,86663
100,4,韓國(Korea),5163,633,4198,5284,441,458,451,115,77,86,0,0,0,0,945,740,18591
100,4,北韓(DPRK),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
100,4,香港(Hong Kong),4294,1323,25739,34384,1364,1145,307,139,42,63,0,0,0,0,4043,4563,77406
100,4,中國大陸(China),7595,3410,69868,88874,1254,7685,1383,710,79,37,0,0,0,0,4136,3211,188242
100,4,澳門(Macao),63,19,896,1389,108,79,18,15,21,34,0,0,0,0,254,337,3233
100,4,蒙古(Mongolia),19,9,2,7,2,3,3,4,2,10,0,0,0,0,29,24,114
100,4,越南(Vietnam),571,429,211,247,235,1607,47,28,85,59,0,0,0,0,2678,1774,7971
100,4,泰國(Thailand),1904,426,1396,2085,550,904,95,85,89,115,0,0,0,0,2905,1147,11701
100,4,馬來西亞(Malaysia),1847,425,7836,11792,752,721,219,125,89,109,0,0,0,0,701,609,25225
100,4,新加坡(Singapore),3184,754,6713,9167,541,535,273,98,16,18,0,0,0,0,1633,472,23404
100,4,菲律賓(Philippines),854,839,1200,1686,299,642,74,70,105,111,0,0,0,0,1929,1863,9672
100,4,汶萊(Brunei),7,2,26,30,10,23,4,3,0,1,0,0,0,0,5,2,113
100,4,印尼(Indonesia),604,603,719,1028,279,504,82,43,48,51,0,0,0,0,1913,4865,10739
100,4,柬埔寨(Cambodia),35,10,15,19,13,41,1,2,2,0,0,0,0,0,20,13,171
100,4,寮國(Laos),2,1,1,1,3,2,1,0,0,0,0,0,0,0,0,0,11
100,4,帝汶(Timor),0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3
100,4,緬甸(Myanmar),16,8,12,19,28,53,1,2,1,0,0,0,0,0,70,32,242
100,4,索羅門群島(Solomon Islands),1,0,0,0,0,0,3,1,0,0,0,0,0,0,2,0,7
100,4,吐瓦魯(Tuvalu),0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,5
100,4,印度(India),1176,43,65,44,110,56,108,27,18,2,0,0,0,0,326,42,2017
100,4,巴基斯坦(Pakistan),95,4,3,0,6,3,1,0,1,0,0,0,0,0,17,2,132
100,4,斯里蘭卡(Sri Lanka),37,3,1,2,1,1,6,0,3,0,0,0,0,0,8,0,62
100,4,孟加拉(Bangladesh),50,1,4,0,8,1,5,0,1,0,0,0,0,0,8,1,79
100,4,尼泊爾(Nepal),9,1,2,0,14,3,4,1,2,0,0,0,0,0,65,4,105
100,4,不丹(Bhutan ),0,0,1,0,3,0,1,0,0,0,0,0,0,0,23,0,28
100,4,馬爾地夫(Maldives),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
100,4,塞席爾(Seychelles),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,4,吉里巴斯(Kiribati),0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,6
100,4,伊朗(Iran),115,6,2,0,10,3,1,3,1,0,0,0,0,0,15,4,160
100,4,伊拉克(Iraq),19,1,0,2,0,0,0,0,0,1,0,0,0,0,9,0,32
100,4,巴林(Bahrain),4,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,8
100,4,南葉門(South Yemen),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,4,沙烏地阿拉伯(Saudi Arabia),58,5,9,3,11,10,4,1,0,0,0,0,0,0,26,6,133
100,4,科威特(Kuwait),17,2,0,0,0,0,2,0,0,0,0,0,0,0,4,0,25
100,4,卡達(Qatar),4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6
100,4,阿曼(Oman),5,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,8
100,4,以色列(Israel),220,13,17,9,15,12,12,3,3,0,0,0,0,0,24,5,333
100,4,約旦(Jordan),41,1,0,2,8,0,8,0,1,0,0,0,0,0,11,3,75
100,4,敘利亞(Syria),20,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,31
100,4,黎巴嫩(Lebanon),16,1,1,0,2,0,1,0,0,1,0,0,0,0,10,1,33
100,4,阿拉伯聯合大公國(UAE),72,4,6,3,1,1,3,0,0,0,0,0,0,0,14,6,110
100,4,葉門(Yemen),29,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,35
100,4,土耳其(Turkey),166,16,15,3,13,3,10,3,4,1,0,0,0,0,68,6,308
100,4,賽普勒斯(Cyprus),1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3
100,4,阿富汗(Afghanistan),6,0,1,4,3,1,0,0,0,0,0,0,0,0,1,1,17
100,4,非洲地區(Africa),362,61,31,26,70,62,23,2,15,4,0,0,0,0,89,22,767
100,4,埃及(Egypt),78,1,1,2,3,0,4,0,1,0,0,0,0,0,23,5,118
100,4,摩洛哥(Morocco),7,1,0,2,2,1,1,0,1,0,0,0,0,0,0,1,16
100,4,阿爾及利亞(Algeria),19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
100,4,突尼西亞(Tunisia),6,1,1,1,1,0,0,0,0,0,0,0,0,0,4,0,14
100,4,"利比亞(Libya
)",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
100,4,蘇丹(Sudan),16,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,23
100,4,索馬利亞(Somalia),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,4,南非(S. Africa),162,39,22,19,46,54,3,1,1,1,0,0,0,0,17,11,376
100,4,象牙海岸(Cote D'ivoire),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,4,奈及利亞(Nigeria),20,10,1,0,7,0,2,1,1,0,0,0,0,0,14,1,57
100,4,賴比瑞亞(Liberia),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,4,幾內亞(Guinea),2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,5
100,4,安哥拉(Angola),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,4,剛果共和國(Congo),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,4,中非共和國(Central African),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,4,波札那(Botswana),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,4,喀麥隆(Cameroon),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
100,4,查德(Chad),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,4,衣索匹亞(Ethiopia),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100,4,加彭(Gabon),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,4,甘比亞(Gambia),0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,4
100,4,迦納(Ghana),0,0,0,0,2,0,4,0,1,0,0,0,0,0,1,0,8
100,4,肯亞(Kenya),8,0,0,0,0,0,2,0,0,0,0,0,0,0,6,1,17
100,4,賴索托(Lesotho),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,4,馬拉加西(Madagascar),2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
100,4,模里西斯(Mauritius),16,0,2,2,6,1,0,0,0,0,0,0,0,0,4,0,31
100,4,馬利(Mali),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100,4,馬拉威(Malawi),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100,4,莫三鼻克(Mozambique),3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,6
100,4,尼日(Niger),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100,4,盧安達(Rwanda),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100,4,塞內加爾(Senegal),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100,4,獅子山(Sierra Leone),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,4,坦桑尼亞(Tanzania),1,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,6
100,4,烏干達(Uganda),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100,4,尚比亞(Zambia),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
100,4,多哥(Togolese Republic),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
100,4,辛巴威(Zimbabwe),1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3
100,4,史瓦濟蘭(Swaziland),2,1,0,0,0,2,0,0,2,1,0,0,0,0,0,3,11
100,4,布吉納法索(Burkina Faso),5,1,0,0,2,3,1,0,5,2,0,0,0,0,3,0,22
100,4,貝南(Benin),2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
100,4,赤道幾內亞(Equatorial Guinea),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,4,維德角島(Cape Verde),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,4,吉布地(Djibouti),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,4,西撒哈拉(Saharaui),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,4,幾內亞比索(Guinea Bissau),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100,4,葛摩(Comoros),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,4,留尼旺(Reunion),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
